"Dentcom, spol. S R.o.",,7,,,,,,389,DELETE,,,,,389,,,,,,,,,
Čabrádek Milan MUDr.,,7,,,,,,390,DELETE,,,,,390,,,,,,,,,
KERA-DENS s.r.o. - Zubní Laboratoř,,7,,,,,,391,DELETE,,,,,391,,,,,,,,,
Zubní Lékař Sedláčková Jiřina MUDr.,,7,,,,,,392,DELETE,,,,,392,,,,,,,,,
Helena Szabóová MUDr.,,7,,,,,,393,DELETE,,,,,393,,,,,,,,,
Nalosová Blanka MUDr.,,7,,,,,,394,DELETE,,,,,394,,,,,,,,,
Peml Ladislav MUDr.,,7,,,,,,395,DELETE,,,,,395,,,,,,,,,
MUDr. Alena Klapková,,7,,,,,,396,DELETE,,,,,396,,,,,,,,,
MUDr. Olga Jizerová,,7,,,,,,397,DELETE,,,,,397,,,,,,,,,
Stomatologická laboratoř,,7,,,,,,398,DELETE,,,,,398,,,,,,,,,
Zubní Lékař Kačírková Iva MUDr.,,7,,,,,,399,DELETE,,,,,399,,,,,,,,,
Fryček Ivan MUDr.,,7,,,,,,400,DELETE,,,,,400,,,,,,,,,
MUDr. Marie Klančíková - Zubní Lékař,,7,,,,,,401,DELETE,,,,,401,,,,,,,,,
Studio Dent S.r.o,,7,,,,,,402,DELETE,,,,,402,,,,,,,,,
"Dentis, spol. s r.o.",,7,,,,,,403,DELETE,,,,,403,,,,,,,,,
ULDENTA,,7,,,,,,404,DELETE,,,,,404,,,,,,,,,
Ord. praktického lékaře stomatologa,,7,,,,,,405,DELETE,,,,,405,,,,,,,,,
Ord. praktického lékaře stomatologa,,7,,,,,,406,DELETE,,,,,406,,,,,,,,,
Havránková Alena MUDr.,,7,,,,,,407,DELETE,,,,,407,,,,,,,,,
"Ortodoncie, zubní laboratoř",,7,,,,,,408,DELETE,,,,,408,,,,,,,,,
"MUDr. Rudolf Michálek, neurologie",,7,,,,,,409,DELETE,,,,,409,,,,,,,,,
MUDr. Radka Charouzdová,,7,,,,,,410,DELETE,,,,,410,,,,,,,,,
Zubní Peml,,7,,,,,,411,DELETE,,,,,411,,,,,,,,,
Ord. praktického lékaře pro dospělé,,7,,,,,,412,DELETE,,,,,412,,,,,,,,,
Nebáznivý Jan MUDr.,,7,,,,,,413,DELETE,,,,,413,,,,,,,,,
"3Mdent MUDr. Martina Šmídová, zubař Ústí nad Labem",,7,,,,,,414,DELETE,,,,,414,,,,,,,,,
Zubní Lékař Dvořáková Jana MUDr.,,7,,,,,,415,DELETE,,,,,415,,,,,,,,,
Soukromá zubní ordinace Ústí nad Labem,,7,,,,,,416,DELETE,,,,,416,,,,,,,,,
Zubní Lékař Münster Jan MUDr.,,7,,,,,,417,DELETE,,,,,417,,,,,,,,,
Zubní Lékař Cermanová Alexandra MUDr.,,7,,,,,,418,DELETE,,,,,418,,,,,,,,,
BlackDental s.r.o.,,7,,,,,,419,DELETE,,,,,419,,,,,,,,,
Zubní Lékař Zýka Aleš MUDr.,,7,,,,,,420,DELETE,,,,,420,,,,,,,,,
zubni ordinace Kačirek,,7,,,,,,421,DELETE,,,,,421,,,,,,,,,
Domorádová Bohumila MUDr.,,7,,,,,,422,DELETE,,,,,422,,,,,,,,,
"Dentcom, spol. S R.o.",,7,,,,,,423,DELETE,,,,,423,,,,,,,,,
Čabrádek Milan MUDr.,,7,,,,,,424,DELETE,,,,,424,,,,,,,,,
KERA-DENS s.r.o. - Zubní Laboratoř,,7,,,,,,425,DELETE,,,,,425,,,,,,,,,
Zubní Lékař Sedláčková Jiřina MUDr.,,7,,,,,,426,DELETE,,,,,426,,,,,,,,,
Helena Szabóová MUDr.,,7,,,,,,427,DELETE,,,,,427,,,,,,,,,
Nalosová Blanka MUDr.,,7,,,,,,428,DELETE,,,,,428,,,,,,,,,
Peml Ladislav MUDr.,,7,,,,,,429,DELETE,,,,,429,,,,,,,,,
MUDr. Alena Klapková,,7,,,,,,430,DELETE,,,,,430,,,,,,,,,
MUDr. Olga Jizerová,,7,,,,,,431,DELETE,,,,,431,,,,,,,,,
Stomatologická laboratoř,,7,,,,,,432,DELETE,,,,,432,,,,,,,,,
Zubní Lékař Kačírková Iva MUDr.,,7,,,,,,433,DELETE,,,,,433,,,,,,,,,
Fryček Ivan MUDr.,,7,,,,,,434,DELETE,,,,,434,,,,,,,,,
MUDr. Marie Klančíková - Zubní Lékař,,7,,,,,,435,DELETE,,,,,435,,,,,,,,,
Studio Dent S.r.o,,7,,,,,,436,DELETE,,,,,436,,,,,,,,,
"Dentis, spol. s r.o.",,7,,,,,,437,DELETE,,,,,437,,,,,,,,,
ULDENTA,,7,,,,,,438,DELETE,,,,,438,,,,,,,,,
Ord. praktického lékaře stomatologa,,7,,,,,,439,DELETE,,,,,439,,,,,,,,,
Ord. praktického lékaře stomatologa,,7,,,,,,440,DELETE,,,,,440,,,,,,,,,
Havránková Alena MUDr.,,7,,,,,,441,DELETE,,,,,441,,,,,,,,,
"Ortodoncie, zubní laboratoř",,7,,,,,,442,DELETE,,,,,442,,,,,,,,,
"MUDr. Rudolf Michálek, neurologie",,7,,,,,,443,DELETE,,,,,443,,,,,,,,,
Zubní Peml,,7,,,,,,444,DELETE,,,,,444,,,,,,,,,
MUDr. Radka Charouzdová,,7,,,,,,445,DELETE,,,,,445,,,,,,,,,
Ord. praktického lékaře pro dospělé,,7,,,,,,446,DELETE,,,,,446,,,,,,,,,
Nebáznivý Jan MUDr.,,7,,,,,,447,DELETE,,,,,447,,,,,,,,,
Zubní Lékař Šolcová Jana MUDr.,,7,,,,,,448,DELETE,,,,,448,,,,,,,,,
Stomatologická ordinace MUDr. Monika Budínová,,7,,,,,,449,DELETE,,,,,449,,,,,,,,,
ZUBNÍ CENTRUM KRONUSOVÁ s.r.o.,,7,,,,,,450,DELETE,,,,,450,,,,,,,,,
Dent Plzeň s.r.o.,,7,,,,,,451,DELETE,,,,,451,,,,,,,,,
Mudr. Švec Petr,,7,,,,,,452,DELETE,,,,,452,,,,,,,,,
Pojhanmanesh Dent s.r.o.,,7,,,,,,453,DELETE,,,,,453,,,,,,,,,
Puchnerová Hana MUDr. - Praktická Zubní Lékařka,,7,,,,,,454,DELETE,,,,,454,,,,,,,,,
MUDr. Zeithamlová Věra - soukromá zubní ordinace,,7,,,,,,455,DELETE,,,,,455,,,,,,,,,
Zubař Petr Nový MUDr.,,7,,,,,,456,DELETE,,,,,456,,,,,,,,,
"MUDr. Robert Houba, Ph.D.",,7,,,,,,457,DELETE,,,,,457,,,,,,,,,
"AF-Dent, s.r.o.",,7,,,,,,458,DELETE,,,,,458,,,,,,,,,
MUDr.Andrea Bendová,,7,,,,,,459,DELETE,,,,,459,,,,,,,,,
dentail s.r.o. - MDDr. Michael Vajskebr,,7,,,,,,460,DELETE,,,,,460,,,,,,,,,
Zubní Lékař Habánová Jitka MUDr.,,7,,,,,,461,DELETE,,,,,461,,,,,,,,,
Zubní ordinace Helena Sedláčková,,7,,,,,,462,DELETE,,,,,462,,,,,,,,,
MUDr. Martin Zich - praktický zubní lékař,,7,,,,,,463,DELETE,,,,,463,,,,,,,,,
Zubní ordinace,,7,,,,,,464,DELETE,,,,,464,,,,,,,,,
Zubní Lékař Šteklová Miroslava MUDr.,,7,,,,,,465,DELETE,,,,,465,,,,,,,,,
Zubní ordinace MUDr.Krmíček,,7,,,,,,466,DELETE,,,,,466,,,,,,,,,
MUDr. Jelena Langová - praktický zubní lékař,,7,,,,,,467,DELETE,,,,,467,,,,,,,,,
MUDr. Hurt - praktický zubní lékař,,7,,,,,,468,DELETE,,,,,468,,,,,,,,,
Zubní praxe Plachého s.r.o.,,7,,,,,,469,DELETE,,,,,469,,,,,,,,,
MUDr. Veronika Voštová,,7,,,,,,470,DELETE,,,,,470,,,,,,,,,
Zubní Praxe Karlovarská S.r.o.,,7,,,,,,471,DELETE,,,,,471,,,,,,,,,
MUDr. Daniela Vrábelová,,7,,,,,,472,DELETE,,,,,472,,,,,,,,,
MUDr. Blažena Jirkovská - praktický zubní lékař,,7,,,,,,473,DELETE,,,,,473,,,,,,,,,
Zubní Lékař Wiltová Věra MUDr.,,7,,,,,,474,DELETE,,,,,474,,,,,,,,,
MUDr. Mirko Fürych - praktický zubní lékař,,7,,,,,,475,DELETE,,,,,475,,,,,,,,,
Vitadent s.r.o.,,7,,,,,,476,DELETE,,,,,476,,,,,,,,,
Zubní Lékař Písařová Jana MUDr.,,7,,,,,,477,DELETE,,,,,477,,,,,,,,,
MUDr. Hana Bečková - zubní ordinace,,7,,,,,,478,DELETE,,,,,478,,,,,,,,,
Privátní zubní ordinace,,7,,,,,,479,DELETE,,,,,479,,,,,,,,,
ART DENTAL s.r.o.,,7,,,,,,480,DELETE,,,,,480,,,,,,,,,
Panznerová Alena MUDr.,,7,,,,,,481,DELETE,,,,,481,,,,,,,,,
Zubní Ordinace - Malá Zdeňka MUDr.,,7,,,,,,482,DELETE,,,,,482,,,,,,,,,
Bergerová M. MUDr. zubní lékař,,7,,,,,,483,DELETE,,,,,483,,,,,,,,,
MUDr. Jitka Rokytová - praktický zubní lékař,,7,,,,,,484,DELETE,,,,,484,,,,,,,,,
Stomatologická ordinace,,7,,,,,,485,DELETE,,,,,485,,,,,,,,,
Lišková Jarmila MUDr.,,7,,,,,,486,DELETE,,,,,486,,,,,,,,,
Zubní ordinace ChiroDental,,7,,,,,,487,DELETE,,,,,487,,,,,,,,,
Zubní ordinace MUDr Švarc Václav,,7,,,,,,488,DELETE,,,,,488,,,,,,,,,
MUDr. Iveta Červená,,7,,,,,,489,DELETE,,,,,489,,,,,,,,,
THORN DENT s.r.o.,,7,,,,,,490,DELETE,,,,,490,,,,,,,,,
MUDr. Ferdinanda Bočková - soukromá zubní praxe,,7,,,,,,491,DELETE,,,,,491,,,,,,,,,
MUDr. Václava Brožková,,7,,,,,,492,DELETE,,,,,492,,,,,,,,,
MUDr. Ivana Hechtová,,7,,,,,,493,DELETE,,,,,493,,,,,,,,,
Zubní Lékař Möckl Roland MUDr.,,7,,,,,,494,DELETE,,,,,494,,,,,,,,,
Zubní Lékař Švejstilová Alena MUDr.,,7,,,,,,495,DELETE,,,,,495,,,,,,,,,
Zubní Lékař Zindrová Miriam MUDr.,,7,,,,,,496,DELETE,,,,,496,,,,,,,,,
MDDr. Adam Vrána,,7,,,,,,497,DELETE,,,,,497,,,,,,,,,
"Slavotínek Michal Mudr., Slavotínková Marta MUDr.",,7,,,,,,498,DELETE,,,,,498,,,,,,,,,
MUDr. Vlasta Marešová,,7,,,,,,499,DELETE,,,,,499,,,,,,,,,
Pokorná Hana MUDr.,,7,,,,,,500,DELETE,,,,,500,,,,,,,,,
R & R Dent s.r.o.,,7,,,,,,501,DELETE,,,,,501,,,,,,,,,
MUDr. Pavel Jech,,7,,,,,,502,DELETE,,,,,502,,,,,,,,,
MUDr.Eva Kubištová - privátní zubní ordinace,,7,,,,,,503,DELETE,,,,,503,,,,,,,,,
Dentální hygiena Nely,,7,,,,,,504,DELETE,,,,,504,,,,,,,,,
Holistic Dental S.r.o.,,7,,,,,,505,DELETE,,,,,505,,,,,,,,,
Lebedová Božena MUDr.,,7,,,,,,506,DELETE,,,,,506,,,,,,,,,
MUDr. Dagmar Karpowiczová,,7,,,,,,507,DELETE,,,,,507,,,,,,,,,
Zubní Lékař Petrasová Blanka MUDr.,,7,,,,,,508,DELETE,,,,,508,,,,,,,,,
Praktické zubní lékařství,,7,,,,,,509,DELETE,,,,,509,,,,,,,,,
Zubní ordinace,,7,,,,,,510,DELETE,,,,,510,,,,,,,,,
Zubní ordinace s laboratoří,,7,,,,,,511,DELETE,,,,,511,,,,,,,,,
Privátní zubní praxe,,7,,,,,,512,DELETE,,,,,512,,,,,,,,,
MDDr. Radek Švec,,7,,,,,,513,DELETE,,,,,513,,,,,,,,,
Zubní Lékař Pfefferová Alena MUDr.,,7,,,,,,514,DELETE,,,,,514,,,,,,,,,
Stomatologická ordinace,,7,,,,,,515,DELETE,,,,,515,,,,,,,,,
Privátní zubní ordinace,,7,,,,,,516,DELETE,,,,,516,,,,,,,,,
Václav Novák,,7,,,,,,517,DELETE,,,,,517,,,,,,,,,
Privátní stomatologická praxe,,7,,,,,,518,DELETE,,,,,518,,,,,,,,,
Privátní stomatologická ambulance,,7,,,,,,519,DELETE,,,,,519,,,,,,,,,
Ambulance Penta s.r.o.,,7,,,,,,520,DELETE,,,,,520,,,,,,,,,
MUDr. Anna Taitlová,,7,,,,,,521,DELETE,,,,,521,,,,,,,,,
MUDr. Blašková Irena,,7,,,,,,522,DELETE,,,,,522,,,,,,,,,
MUDr. Jan Konečný - praktické zubní lékařství,,7,,,,,,523,DELETE,,,,,523,,,,,,,,,
Zubní Lékař Sochová Yvetta MUDr.,,7,,,,,,524,DELETE,,,,,524,,,,,,,,,
MUDr. Vlastimil Říčař - praktické zubní lékařství,,7,,,,,,525,DELETE,,,,,525,,,,,,,,,
MUDr. Milena Korálová - praktické zubní lékařství,,7,,,,,,526,DELETE,,,,,526,,,,,,,,,
Zubní Lékař Socha Zdeněk MUDr.,,7,,,,,,527,DELETE,,,,,527,,,,,,,,,
MUDr. Daniela Kučerová - praktické zubní lékařství,,7,,,,,,528,DELETE,,,,,528,,,,,,,,,
MUDr. Eva Fichtlová - praktická zubní lékařka,,7,,,,,,529,DELETE,,,,,529,,,,,,,,,
Révayová Hana MUDr.,,7,,,,,,530,DELETE,,,,,530,,,,,,,,,
Dental cheb,,7,,,,,,531,DELETE,,,,,531,,,,,,,,,
"Egradent, S.r.o.",,7,,,,,,532,DELETE,,,,,532,,,,,,,,,
Společná praxe lékařů - Orofaciální centrum,,7,,,,,,533,DELETE,,,,,533,,,,,,,,,
Stomatologická ordinace,,7,,,,,,534,DELETE,,,,,534,,,,,,,,,
Soukromá zubní praxe,,7,,,,,,535,DELETE,,,,,535,,,,,,,,,
Ordinace praktického zubního lékaře,,7,,,,,,536,DELETE,,,,,536,,,,,,,,,
MUDr. Zdeněk Socha,,7,,,,,,537,DELETE,,,,,537,,,,,,,,,
Samostatná ordinace stomatologa,,7,,,,,,538,DELETE,,,,,538,,,,,,,,,
Ordinace praktického stomatologa,,7,,,,,,539,DELETE,,,,,539,,,,,,,,,
Ing. Rudolf Fejtek,,7,,,,,,540,DELETE,,,,,540,,,,,,,,,
Revay Jaroslav MUDr.,,7,,,,,,541,DELETE,,,,,541,,,,,,,,,
SokoDent s.r.o.,,7,,,,,,542,DELETE,,,,,542,,,,,,,,,
MUDr. Tomáš Kratochvíl,,7,,,,,,543,DELETE,,,,,543,,,,,,,,,
Zubní Pohotovost,,7,,,,,,544,DELETE,,,,,544,,,,,,,,,
MUDr. Katarína Kindlová,,7,,,,,,545,DELETE,,,,,545,,,,,,,,,
Ambulance zubního lékaře,,7,,,,,,546,DELETE,,,,,546,,,,,,,,,
MUDr. Luboš Suchý,,7,,,,,,547,DELETE,,,,,547,,,,,,,,,
Jakldent S.r.o.,,7,,,,,,548,DELETE,,,,,548,,,,,,,,,
MUDr. Dana Šedivá,,7,,,,,,549,DELETE,,,,,549,,,,,,,,,
Ordinace zubního lékaře,,7,,,,,,550,DELETE,,,,,550,,,,,,,,,
Ordinace zubního lékaře,,7,,,,,,551,DELETE,,,,,551,,,,,,,,,
Zubní Lékař Herold Jaroslav MUDr.,,7,,,,,,552,DELETE,,,,,552,,,,,,,,,
MUDr. Alena Vlasáková,,7,,,,,,553,DELETE,,,,,553,,,,,,,,,
MUDr. Tomáš Brada,,7,,,,,,554,DELETE,,,,,554,,,,,,,,,
Zubní Lékař Šotová Marie MUDr.,,7,,,,,,555,DELETE,,,,,555,,,,,,,,,
MUDr. Květoslava Kovaříková,,7,,,,,,556,DELETE,,,,,556,,,,,,,,,
MUDr. Richard Suda,,7,,,,,,557,DELETE,,,,,557,,,,,,,,,
Zubní Lékař Rachová Květuše MUDr.,,7,,,,,,558,DELETE,,,,,558,,,,,,,,,
Stomatologie Hosnedl S.r.o.,,7,,,,,,559,DELETE,,,,,559,,,,,,,,,
Soukromá stomatologická ordinace,,7,,,,,,560,DELETE,,,,,560,,,,,,,,,
Soukromá zubní praxe,,7,,,,,,561,DELETE,,,,,561,,,,,,,,,
MUDr. Jaroslav Maršík - Praktický zubní lékař,,7,,,,,,562,DELETE,,,,,562,,,,,,,,,
Dentální hygiena a bělení zubů- Petr Köck DiS. et DiS.(DH-Köck s.r.o.),,7,,,,,,563,DELETE,,,,,563,,,,,,,,,
Zubní Lékař Macháčková Dagmar MUDr.,,7,,,,,,564,DELETE,,,,,564,,,,,,,,,
Rovnátka Klatovy,,7,,,,,,565,DELETE,,,,,565,,,,,,,,,
Soukromá zubní ordinace,,7,,,,,,566,DELETE,,,,,566,,,,,,,,,
PerfectDent Tachov s.r.o.,,7,,,,,,567,DELETE,,,,,567,,,,,,,,,
Zubní ordinace,,7,,,,,,568,DELETE,,,,,568,,,,,,,,,
Stomatologická ordinace,,7,,,,,,569,DELETE,,,,,569,,,,,,,,,
MUDr. Kostíková Jana,,7,,,,,,570,DELETE,,,,,570,,,,,,,,,
MUDr. Marie Ditrichová,,7,,,,,,571,DELETE,,,,,571,,,,,,,,,
MUDr. Alena Kohutová,,7,,,,,,572,DELETE,,,,,572,,,,,,,,,
Privátní zubní ordinace,,7,,,,,,573,DELETE,,,,,573,,,,,,,,,
Privátní zubní ordinace,,7,,,,,,574,DELETE,,,,,574,,,,,,,,,
Staněk Kamil MUDr.,,7,,,,,,575,DELETE,,,,,575,,,,,,,,,
Zubní Lékař Blecha Petr MUDr.,,7,,,,,,576,DELETE,,,,,576,,,,,,,,,
MUDr. Kateřina Fastová,,7,,,,,,577,DELETE,,,,,577,,,,,,,,,
MUDr. Václav Hlinovský,,7,,,,,,578,DELETE,,,,,578,,,,,,,,,
MUDr. Luboš Tesař,,7,,,,,,579,DELETE,,,,,579,,,,,,,,,
MUDr. Jiří Šmíd,,7,,,,,,580,DELETE,,,,,580,,,,,,,,,
WH - Zubní ordinace s.r.o.,,7,,,,,,581,DELETE,,,,,581,,,,,,,,,
MUDr.Hana Weishäuplová - praktické zubní lékařství,,7,,,,,,582,DELETE,,,,,582,,,,,,,,,
Praktické zubní lékařství,,7,,,,,,583,DELETE,,,,,583,,,,,,,,,
MUDr. Jarmila Pečená - praktické zubní lékařství a ortodoncie,,7,,,,,,584,DELETE,,,,,584,,,,,,,,,
MUDr. Hromádková Hana,,7,,,,,,585,DELETE,,,,,585,,,,,,,,,
MUDr. Hana Filipovská - praktická zubní lékařka,,7,,,,,,586,DELETE,,,,,586,,,,,,,,,
Zubní Lékař Charvát Tomáš MUDr.,,7,,,,,,587,DELETE,,,,,587,,,,,,,,,
Zubní ordinace - Bolfík Ondřej MDDr.,,7,,,,,,588,DELETE,,,,,588,,,,,,,,,
Mudr. Lisačenko Vladislav - praktické zubní lékařství,,7,,,,,,589,DELETE,,,,,589,,,,,,,,,
MUDr. Hana Pojtingerová,,7,,,,,,590,DELETE,,,,,590,,,,,,,,,
Zubní Lékař Schmitt Jaroslav MUDr.,,7,,,,,,591,DELETE,,,,,591,,,,,,,,,
Matějíčková Hana MUDr.,,7,,,,,,592,DELETE,,,,,592,,,,,,,,,
Hladík Pavel MUDr.,,7,,,,,,593,DELETE,,,,,593,,,,,,,,,
Šetek Vladislav MUDr. - zubní ordinace – stomatolog,,7,,,,,,594,DELETE,,,,,594,,,,,,,,,
MUDr. Regina Břízová,,7,,,,,,595,DELETE,,,,,595,,,,,,,,,
Zemanová Simona MUDr.,,7,,,,,,596,DELETE,,,,,596,,,,,,,,,
Sudová Olga MUDr.,,7,,,,,,597,DELETE,,,,,597,,,,,,,,,
"DENTÁLNÍ HYGIENA DĚČÍN - Kubátová Daniela, DiS.",,7,,,,,,598,DELETE,,,,,598,,,,,,,,,
Janda Zdeněk MUDr.,,7,,,,,,599,DELETE,,,,,599,,,,,,,,,
Miličová Jiřina MUDr.,,7,,,,,,600,DELETE,,,,,600,,,,,,,,,
Schmitt Jaroslav MUDr.,,7,,,,,,601,DELETE,,,,,601,,,,,,,,,
Rambousková Rita MUDr.,,7,,,,,,602,DELETE,,,,,602,,,,,,,,,
Voráčková Jaroslava MUDr. - prakt. Zubní Lékařka,,7,,,,,,603,DELETE,,,,,603,,,,,,,,,
Ivanovská Jarmila MUDr.,,7,,,,,,604,DELETE,,,,,604,,,,,,,,,
Zubní laboratoř,,7,,,,,,605,DELETE,,,,,605,,,,,,,,,
Strnad Ivan MUDr.,,7,,,,,,606,DELETE,,,,,606,,,,,,,,,
Stomatologie Mudr. Romana Červová - Hájková,,7,,,,,,607,DELETE,,,,,607,,,,,,,,,
Dentalcare Louny s.r.o.,,7,,,,,,608,DELETE,,,,,608,,,,,,,,,
MDDr. Alžběta Ptáčková,,7,,,,,,609,DELETE,,,,,609,,,,,,,,,
Zubní Lékař Vlček Miroslav MUDr.,,7,,,,,,610,DELETE,,,,,610,,,,,,,,,
MDDr. Kateřina Gráfová,,7,,,,,,611,DELETE,,,,,611,,,,,,,,,
MUDr. Veronika Raisová,,7,,,,,,612,DELETE,,,,,612,,,,,,,,,
Vaše zubní CENTRUM,,7,,,,,,613,DELETE,,,,,613,,,,,,,,,
MUDr. Zdeněk Skála,,7,,,,,,614,DELETE,,,,,614,,,,,,,,,
Medimade,,7,,,,,,615,DELETE,,,,,615,,,,,,,,,
Zubní Lékař Skolilová Makéta MUDr.,,7,,,,,,616,DELETE,,,,,616,,,,,,,,,
Zubní Lékař Chloubová Alena MUDr.,,7,,,,,,617,DELETE,,,,,617,,,,,,,,,
Zubní Lékař Vaněk Jiří MUDr.,,7,,,,,,618,DELETE,,,,,618,,,,,,,,,
"Dental Poděbrady s.r.o., Zubní ordinace",,7,,,,,,619,DELETE,,,,,619,,,,,,,,,
Zubní Středisko Poděbrady spol. S R.o.,,7,,,,,,620,DELETE,,,,,620,,,,,,,,,
Zubní Lékař Pekláková Jana MUDr.,,7,,,,,,621,DELETE,,,,,621,,,,,,,,,
MUDr. Romana Husáková,,7,,,,,,622,DELETE,,,,,622,,,,,,,,,
"MUDr. Pavel Raba, stomatolog",,7,,,,,,623,DELETE,,,,,623,,,,,,,,,
Soukromá zubní ordinace,,7,,,,,,624,DELETE,,,,,624,,,,,,,,,
MUDr. Anna Suchánková,,7,,,,,,625,DELETE,,,,,625,,,,,,,,,
Čejková Marie MUDr.,,7,,,,,,626,DELETE,,,,,626,,,,,,,,,
Zubní pohotovost Mělník,,7,,,,,,627,DELETE,,,,,627,,,,,,,,,
Zubní klinika,,7,,,,,,628,DELETE,,,,,628,,,,,,,,,
Zubní Lékař Nečasová Ivana MUDr.,,7,,,,,,629,DELETE,,,,,629,,,,,,,,,
MUDr. Stanislava Vajchrová,,7,,,,,,630,DELETE,,,,,630,,,,,,,,,
MUDr. Milan Jonáš,,7,,,,,,631,DELETE,,,,,631,,,,,,,,,
Zubní Lékař Karbanová Hana MUDr.,,7,,,,,,632,DELETE,,,,,632,,,,,,,,,
Ortodoncie Nesměráková Eva MUDr.,,7,,,,,,633,DELETE,,,,,633,,,,,,,,,
Ordinace stomatologa - ortodoncie,,7,,,,,,634,DELETE,,,,,634,,,,,,,,,
Dentální centrum LFDENT OLOMOUC - KRÁSNÝ ÚSMĚV,https://www.vaskrasnyusmev.cz/,6,WordPress s Elementorem,"#3498DB, #333333, #F2F2F2","Extrémní redundance a hluboké zanořování HTML elementů, typické pro page buildery jako Elementor, což snižuje čitelnost kódu, potenciálně zpomaluje načítání a komplikuje budoucí úpravy či optimalizaci.",info@vaskrasnyusmev.cz,,581,DELETE,,,,vaskrasnyusmev.cz,581,,,,,,,,,
DENT - zubní klinika,https://kamenicekstoma.cz/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-13051197,6,WordPress a WPBakery Page Builder,"#1e73be, #333333, #ffffff","HTML kód je nadměrně rozvláčný a hluboce zanořený s mnoha prázdnými nebo redundantními div elementy, pravděpodobně jako důsledek použití page builderu, což negativně ovlivňuje čitelnost, výkon a udržitelnost.",info@kamenicekstoma.cz,,582,DELETE,,,,kamenicekstoma.cz/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-13051197,582,,,,,,,,,
ART-MEDICA s.r.o.,https://art-medica.cz/,6,Custom HTML/CSS,,"Hlavní slabinou je absence vizuálních stylů přímo v HTML a placeholder obrázky, což naznačuje zastaralý nebo nedokončený design postrádající moderní estetiku a vizuální atraktivitu.",objednani.artmedica@centrum.cz,,583,DELETE,,,,art-medica.cz,583,,,,,,,,,
"MUDr. Jan Paroulek, CSc.",http://www.paroulek.cz/index.php/kontakt,6,"WordPress (šablona Themify Ultra, plugin FluentForm)","#2CADA5, #E8720C, #3A3D3F",Obecná WordPress šablona bez vlastní vizuální identity a s neaktuální stock fotografií u kontaktů,info@paroulek.cz,,584,DELETE,,,,paroulek.cz/index.php/kontakt,584,,,,,,,,,
PD Dent s.r.o – MDDr. David Paulů,http://pddent.cz/,6,"WordPress 6.9, výchozí šablona Twenty Seventeen","#DCEEF2, #1C2B39, #2F80C4",Web používá výchozí nezměněnou šablonu WordPress (Twenty Seventeen) bez vlastní grafické identity,,,585,DELETE,,,,pddent.cz,585,,,,,,,,,
MUDr. Táňa Hoplíčková - zubní ordinace s.r.o.,https://www.thstomatologie.cz/,6,WordPress,"#F0F0F0, #FFFFFF, #000000, #61AB31, #666666","The HTML structure is overly complex with redundant elements and reliance on non-semantic spacing, suggesting an outdated and less maintainable build.",info@thstomatologie.cz,,586,DELETE,,,,thstomatologie.cz,586,,,,,,,,,
FreshDent Schweitzerova s.r.o.,http://freshdentolomouc.cz/,6,"WordPress 7.0.2, Elementor + Slider Revolution (pomalé načítání)","#1B4B3A, #2FBF9E, #FFFFFF","Pomalu se načítající úvodní sekce kvůli těžkým knihovnám (Slider Revolution, TweenMax) - horší rychlost načtení stránky",,,587,DELETE,,,,freshdentolomouc.cz,587,,,,,,,,,
Zubní lékař MUDr. Iva Papajíková,https://www.znamylekar.cz/iva-papajikova/zubar/olomouc,6,"Standardní webové technologie (HTML, CSS, JavaScript)",,"Extrémně zahlcená a nepřehledná HTML struktura s hlubokou vnořeností a generickými třídami, což komplikuje údržbu, sémantiku a potenciálně ovlivňuje výkon.",,,588,DELETE,,,,znamylekar.cz/iva-papajikova/zubar/olomouc,588,,,,,,,,,
DENTAL CLINIC - MDDr. Tereza Perničková,https://www.stomaper.cz/,6,WordPress s WPBakery Page Builder,"#2C3E50, #1ABC9C, #ECF0F1","Nadměrná a nepřehledná struktura HTML kódu s mnoha zbytečnými divy, pravděpodobně generovaná starším page builderem, což zhoršuje čitelnost, udržitelnost a potenciálně i výkon a SEO.",ordinace@stomaper.cz,,589,DELETE,,,,stomaper.cz,589,,,,,,,,,
Dentální hygiena Olomouc MariDental,https://maridental.cz/,6,WordPress s Elementor page builderem,,"HTML je extrémně verboní a nesémantické, což je typické pro stránky silně závislé na page builderu a může negativně ovlivnit výkon a budoucí údržbu.",info@maridental.cz,,590,DELETE,,,,maridental.cz,590,,,,,,,,,
"Stomatologická ordinace, MUDr. Sylva Vlachopulosová",https://forgeb.github.io/Ordinace-Olomouc/,6,"Bootstrap (implied by CSS class names like container, row, col-lg-x)","#007bff, #ffffff, #343a40","The HTML structure heavily relies on generic 'div' elements instead of semantic HTML5 tags, leading to a less meaningful document outline, and crucial accessibility features like 'alt' attributes for images are consistently missing.",,,591,DELETE,,,,forgeb.github.io/ordinace-olomouc,591,,,,,,,,,
